상품id,상품명,브랜드,정가,판매가,상위카테고리,하위카테고리,성별,별점,관심수,후기수,실측사이즈,할인율,핏_계절감,누적판매,스타일
1436218,[2PACK] [기본핏 OR +5CM 선택] 크리스피 나일론 쇼츠_11COLOR,코드그라피단독,68000,43350,바지,숏 팬츠,0,4.8,0,31982,,36,"{""핏"": [], ""계절감"": []}",13만 개 이상,"#남자반바지,#반바지,#버뮤다팬츠,#빠른건조_바스락_장마템,#숏팬츠,#장마,#쿨링,#쿨써머,#트레이닝"
4060154,,,49000,34300,,,1,,0,0,,30,"{""핏"": [], ""계절감"": []}",,
4076337,버뮤다 와이드 원턱 스웨트 쇼츠_3COLOR,리메인세컨드단독,25000,11990,바지,숏 팬츠,0,4.8,0,2877,,52,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",,"#SWEAT,#남자반바지,#반바지추천,#버뮤다팬츠,#쇼츠컬렉션,#스웨트,#스웨트팬츠,#패키지,#팬츠컬렉션,#하프팬츠"
1736085,,,,,,,0,,,0,,,"{""핏"": [], ""계절감"": []}",,
5308542,,,,,,,0,,,0,,,"{""핏"": [], ""계절감"": []}",,
4336570,딥 워싱 와이드 데님 팬츠 (WASHED BLACK),엑스컨테이너단독,55000,38500,바지,데님 팬츠,1,4.8,28000,1475,"[{""사이즈"": ""S"", ""총장"": ""105"", ""허리단면"": ""38"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""36"", ""밑위"": ""32"", ""밑단단면"": ""24""}, {""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""40"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""107"", ""허리단면"": ""42"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38"", ""밑위"": ""34"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""44"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""39"", ""밑위"": ""35"", ""밑단단면"": ""27""}]",30,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.9만 개 이상,"#24FW,#데님,#데님팬츠,#브랜드위크,#와이드데님,#와이드데님팬츠,#와이드청바지,#와이드핏"
4164429,빈티지 프론트 워싱 와이드 청바지 데님 팬츠,언탭트 스튜디오단독,53800,34430,바지,데님 팬츠,1,4.9,0,3407,,36,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",,"#데님,#데님팬츠,#바지,#와이드데님,#와이드청바지,#와이드팬츠,#청바지"
4556447,[기모원단추가]벌룬핏 스웨트 팬츠[블랙],스켈리웩단독,59000,23990,바지,트레이닝/조거 팬츠,0,4.8,0,1468,,59,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",1.6만 개 이상,"#밴딩팬츠,#벌룬팬츠,#스웻팬츠,#스웻팬츠컬렉션,#와이드팬츠,#유튜버PICK,#트레이닝,#트레이닝바지,#트레이닝팬츠"
3792018,나일론 투 턱 테이핑 팬츠,필루미네이트단독,58000,29990,바지,트레이닝/조거 팬츠,0,4.8,54000,4338,"[{""사이즈"": ""XS"", ""총장"": ""102"", ""허리단면"": ""37"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""39"", ""밑위"": ""32.5"", ""밑단단면"": ""32""}, {""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""40"", ""밑위"": ""33.5"", ""밑단단면"": ""33""}, {""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""42"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""41"", ""밑위"": ""34.5"", ""밑단단면"": ""34""}, {""사이즈"": ""L"", ""총장"": ""108"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""42"", ""밑위"": ""35.5"", ""밑단단면"": ""35""}]",48,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",3만 개 이상,"#ALLSEASON,#ENCOREBLACKFRIDAY,#바지,#밴딩팬츠,#스테디셀러,#와이드팬츠,#조거팬츠,#쿨써머,#트레이닝바지,#트레이닝팬츠"
3880598,42283 루즈핏 워크쇼츠 Black,디키즈단독,55000,26010,바지,숏 팬츠,0,4.9,45000,5232,"[{""사이즈"": ""26"", ""총장"": ""60"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""48.2"", ""허벅지단면"": ""32.5"", ""밑위"": ""29.5"", ""밑단단면"": ""29""}, {""사이즈"": ""28"", ""총장"": ""61"", ""허리단면"": ""36.8"", ""엉덩이단면"": ""50.8"", ""허벅지단면"": ""34.3"", ""밑위"": ""30.8"", ""밑단단면"": ""30.2""}, {""사이즈"": ""30"", ""총장"": ""62.2"", ""허리단면"": ""39.4"", ""엉덩이단면"": ""53.3"", ""허벅지단면"": ""35.9"", ""밑위"": ""32.4"", ""밑단단면"": ""31.1""}, {""사이즈"": ""32"", ""총장"": ""63.5"", ""허리단면"": ""41.9"", ""엉덩이단면"": ""55.9"", ""허벅지단면"": ""37.5"", ""밑위"": ""33.7"", ""밑단단면"": ""32.4""}, {""사이즈"": ""34"", ""총장"": ""64.8"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""58.4"", ""허벅지단면"": ""38.7"", ""밑위"": ""34.9"", ""밑단단면"": ""33.7""}, {""사이즈"": ""36"", ""총장"": ""66"", ""허리단면"": ""47"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""40.6"", ""밑위"": ""36.2"", ""밑단단면"": ""34.9""}, {""사이즈"": ""38"", ""총장"": ""67.3"", ""허리단면"": ""49.5"", ""엉덩이단면"": ""63.5"", ""허벅지단면"": ""41.6"", ""밑위"": ""37.8"", ""밑단단면"": ""36.2""}, {""사이즈"": ""40"", ""총장"": ""67.9"", ""허리단면"": ""52.1"", ""엉덩이단면"": ""65.4"", ""허벅지단면"": ""42.9"", ""밑위"": ""38.4"", ""밑단단면"": ""36.8""}, {""사이즈"": ""42"", ""총장"": ""68.6"", ""허리단면"": ""54.6"", ""엉덩이단면"": ""67.3"", ""허벅지단면"": ""43.8"", ""밑위"": ""39.1"", ""밑단단면"": ""38.1""}]",53,"{""핏"": [], ""계절감"": []}",2만 개 이상,"#42283,#42283WORKSHORTS,#면바지,#반바지,#버뮤다,#버뮤다팬츠,#아이콘,#여름바지,#워크팬츠,#코튼팬츠"
4556448,[기모원단추가]벌룬핏 스웨트 팬츠[브라운],스켈리웩단독,59000,29900,바지,트레이닝/조거 팬츠,0,4.8,36000,1783,"[{""사이즈"": ""기모 원단 M"", ""총장"": ""110"", ""허리단면"": ""33"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38.5"", ""밑위"": ""39"", ""밑단단면"": ""20""}, {""사이즈"": ""기모 원단 L"", ""총장"": ""112"", ""허리단면"": ""35"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""40"", ""밑위"": ""40"", ""밑단단면"": ""21""}, {""사이즈"": ""M"", ""총장"": ""110"", ""허리단면"": ""33"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38.5"", ""밑위"": ""39"", ""밑단단면"": ""20""}, {""사이즈"": ""L"", ""총장"": ""112"", ""허리단면"": ""35"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""40"", ""밑위"": ""40"", ""밑단단면"": ""21""}]",49,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",1.6만 개 이상,"#밴딩팬츠,#벌룬팬츠,#스웻팬츠,#스웻팬츠컬렉션,#와이드팬츠,#유튜버PICK,#인기상품컬렉션,#트레이닝,#트레이닝바지,#트레이닝팬츠"
4498316,스트링 와이드 스웨트 팬츠 ( 4Color ),유니온스튜디오,36200,24700,바지,트레이닝/조거 팬츠,1,4.8,13000,1526,"[{""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""33"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""106.5"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""36.5"", ""밑위"": ""34"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""36"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""37.5"", ""밑위"": ""35"", ""밑단단면"": ""28""}, {""사이즈"": ""2XL"", ""총장"": ""109.5"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38.5"", ""밑위"": ""36"", ""밑단단면"": ""29""}]",32,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.6만 개 이상,"#남자스웻팬츠,#스웨트팬츠,#스웻팬츠,#스트링바지,#스트링팬츠,#와이드팬츠,#커플바지"
4072132,KEY RING WASHING DENIM PANTS(BLUE),디스펑트,52000,23900,바지,데님 팬츠,0,4.8,45000,3258,"[{""사이즈"": ""XS"", ""총장"": ""100.5"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""33.2"", ""밑위"": ""30.5"", ""밑단단면"": ""25""}, {""사이즈"": ""S"", ""총장"": ""102"", ""허리단면"": ""37"", ""엉덩이단면"": ""52.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""31.5"", ""밑단단면"": ""26""}, {""사이즈"": ""M"", ""총장"": ""103.5"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""35.75"", ""밑위"": ""32.5"", ""밑단단면"": ""27""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""42"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""37"", ""밑위"": ""33.5"", ""밑단단면"": ""28""}, {""사이즈"": ""XL"", ""총장"": ""106.5"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""38.2"", ""밑위"": ""34.5"", ""밑단단면"": ""29""}]",54,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",2만 개 이상,"#데님,#데님팬츠,#바지,#청바지,#캐주얼팬츠,#팬츠"
4969807,올 데이 린넨 라이크 밴딩 팬츠,필루미네이트단독,49000,16000,바지,코튼 팬츠,0,4.7,16000,1348,"[{""사이즈"": ""M"", ""총장"": ""102"", ""허리단면"": ""36"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""38"", ""밑위"": ""34"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""104"", ""허리단면"": ""39"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""39"", ""밑위"": ""35"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""105"", ""허리단면"": ""41"", ""엉덩이단면"": ""62.5"", ""허벅지단면"": ""40"", ""밑위"": ""35.5"", ""밑단단면"": ""28""}]",67,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",1.4만 개 이상,"#데일리,#데일리팬츠,#린넨팬츠,#밴딩팬츠,#스테디셀러,#여름바지,#와이드팬츠,#캐주얼팬츠"
2708877,투턱 와이드 슬랙스 블랙,굿라이프웍스,49800,31380,바지,슈트 팬츠/슬랙스,0,4.8,55000,7161,"[{""사이즈"": ""XS"", ""총장"": ""100.5"", ""허리단면"": ""36"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""S"", ""총장"": ""102"", ""허리단면"": ""38"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""25""}, {""사이즈"": ""M"", ""총장"": ""103.5"", ""허리단면"": ""40"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""42"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""37"", ""밑위"": ""36"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""106.5"", ""허리단면"": ""44"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38"", ""밑위"": ""37"", ""밑단단면"": ""28""}, {""사이즈"": ""XS(기모)"", ""총장"": ""100.5"", ""허리단면"": ""36"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""S(기모)"", ""총장"": ""102"", ""허리단면"": ""38"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""25""}, {""사이즈"": ""M(기모)"", ""총장"": ""103.5"", ""허리단면"": ""40"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""26""}, {""사이즈"": ""L(기모)"", ""총장"": ""105"", ""허리단면"": ""42"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""37"", ""밑위"": ""36"", ""밑단단면"": ""27""}, {""사이즈"": ""XL(기모)"", ""총장"": ""106.5"", ""허리단면"": ""44"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38"", ""밑위"": ""37"", ""밑단단면"": ""28""}]",37,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",5만 개 이상,"#남자바지,#남자슬랙스,#베스트셀러,#세미와이드,#슬랙스팬츠,#에센셜슬랙스,#와이드팬츠,#정장바지,#젠더리스,#팬츠컬렉션"
1222184,와이드 히든 밴딩 슬랙스 [미디엄 그레이],무신사 스탠다드단독,41900,11700,바지,슈트 팬츠/슬랙스,1,4.9,89000,65555,"[{""사이즈"": ""26"", ""총장"": ""103"", ""허리단면"": ""35"", ""엉덩이단면"": ""48"", ""허벅지단면"": ""30.8"", ""밑위"": ""27"", ""밑단단면"": ""22.5""}, {""사이즈"": ""27"", ""총장"": ""103"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""49.25"", ""허벅지단면"": ""31.4"", ""밑위"": ""27"", ""밑단단면"": ""22.8""}, {""사이즈"": ""28"", ""총장"": ""104"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""50.5"", ""허벅지단면"": ""32"", ""밑위"": ""27.5"", ""밑단단면"": ""23""}, {""사이즈"": ""29"", ""총장"": ""104"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""51.75"", ""허벅지단면"": ""32.6"", ""밑위"": ""27.5"", ""밑단단면"": ""23.3""}, {""사이즈"": ""30"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""33.3"", ""밑위"": ""28"", ""밑단단면"": ""23.5""}, {""사이즈"": ""31"", ""총장"": ""105"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""54.25"", ""허벅지단면"": ""33.9"", ""밑위"": ""28"", ""밑단단면"": ""23.8""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""28.5"", ""밑단단면"": ""24""}, {""사이즈"": ""33"", ""총장"": ""105"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""56.75"", ""허벅지단면"": ""35.1"", ""밑위"": ""29"", ""밑단단면"": ""24.3""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""45"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.8"", ""밑위"": ""29.5"", ""밑단단면"": ""24.5""}, {""사이즈"": ""36"", ""총장"": ""106"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""60.5"", ""허벅지단면"": ""37"", ""밑위"": ""30.5"", ""밑단단면"": ""25""}, {""사이즈"": ""38"", ""총장"": ""107"", ""허리단면"": ""50"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38.3"", ""밑위"": ""31.5"", ""밑단단면"": ""25.5""}, {""사이즈"": ""40"", ""총장"": ""107"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""65.5"", ""허벅지단면"": ""39.5"", ""밑위"": ""32.5"", ""밑단단면"": ""26""}, {""사이즈"": ""42"", ""총장"": ""108"", ""허리단면"": ""55"", ""엉덩이단면"": ""68"", ""허벅지단면"": ""40.8"", ""밑위"": ""33.5"", ""밑단단면"": ""26.5""}]",72,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",19만 개 이상,"#루즈핏,#밴딩바지,#셋업,#슬랙스컬렉션,#와이드슬랙스,#와이드팬츠,#정장바지"
4036308,바이오워싱 카펜터 버뮤다 데님 팬츠_블랙,디미트리블랙단독,54900,26900,바지,숏 팬츠,0,4.8,26000,2999,"[{""사이즈"": ""0 (28)"", ""총장"": ""61"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.4"", ""밑위"": ""32.6"", ""밑단단면"": ""33""}, {""사이즈"": ""1 (30)"", ""총장"": ""62"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35.7"", ""밑위"": ""33.3"", ""밑단단면"": ""33.5""}, {""사이즈"": ""2 (32)"", ""총장"": ""63"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""34""}, {""사이즈"": ""3 (34)"", ""총장"": ""64"", ""허리단면"": ""44"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38.3"", ""밑위"": ""34.7"", ""밑단단면"": ""34.5""}, {""사이즈"": ""4 (36)"", ""총장"": ""65"", ""허리단면"": ""46.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39.6"", ""밑위"": ""35.4"", ""밑단단면"": ""35""}]",51,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",2만 개 이상,"#반바지,#시티보이,#여름바지,#와이드,#워크웨어,#청바지,#카고팬츠"
3674342,투턱 와이드 롱 스웨트 팬츠 [그레이],바운더리단독,94000,37700,바지,트레이닝/조거 팬츠,0,4.8,49000,5337,"[{""사이즈"": ""M"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""L"", ""총장"": ""105.5"", ""허리단면"": ""34"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""35"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""26""}, {""사이즈"": ""M / 쿨메쉬"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""L / 쿨메쉬"", ""총장"": ""105.5"", ""허리단면"": ""34"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""XL / 쿨메쉬"", ""총장"": ""107"", ""허리단면"": ""35"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""26""}]",60,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",4만 개 이상,"#밴딩팬츠,#스웨트팬츠,#와이드팬츠,#통바지,#트레이닝바지,#트레이닝팬츠,#팬츠"
4747231,에브리데이 커브드 데님 팬츠 [블랙],르아르단독,82000,39900,바지,데님 팬츠,1,4.8,25000,1066,"[{""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""40"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""37.5"", ""밑위"": ""33"", ""밑단단면"": ""24.5""}, {""사이즈"": ""L"", ""총장"": ""107"", ""허리단면"": ""42"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38.5"", ""밑위"": ""34"", ""밑단단면"": ""25.5""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""44"", ""엉덩이단면"": ""65"", ""허벅지단면"": ""39.5"", ""밑위"": ""35"", ""밑단단면"": ""26.5""}]",51,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.3만 개 이상,"#데님,#데님팬츠,#바지,#와이드데님,#와이드팬츠,#와이드핏,#청바지,#팬츠"
4993190,라이크린넨 원턱 와이드 밴딩 팬츠 3Color,언탭트 스튜디오단독,42700,26980,바지,코튼 팬츠,1,4.8,15000,670,"[{""사이즈"": ""M(28-30)"", ""총장"": ""105"", ""허리단면"": ""37"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""38"", ""밑위"": ""33"", ""밑단단면"": ""26""}, {""사이즈"": ""L(31-32)"", ""총장"": ""106"", ""허리단면"": ""39"", ""엉덩이단면"": ""66"", ""허벅지단면"": ""39"", ""밑위"": ""34"", ""밑단단면"": ""27""}, {""사이즈"": ""XL(33-34)"", ""총장"": ""107"", ""허리단면"": ""41"", ""엉덩이단면"": ""68"", ""허벅지단면"": ""40"", ""밑위"": ""35"", ""밑단단면"": ""28""}, {""사이즈"": ""2XL(35-36)"", ""총장"": ""108"", ""허리단면"": ""43"", ""엉덩이단면"": ""70"", ""허벅지단면"": ""41"", ""밑위"": ""36"", ""밑단단면"": ""29""}, {""사이즈"": ""3XL(37-40)"", ""총장"": ""109"", ""허리단면"": ""45"", ""엉덩이단면"": ""72"", ""허벅지단면"": ""42"", ""밑위"": ""37"", ""밑단단면"": ""30""}]",37,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",1.3만 개 이상,"#린넨바지,#바지,#밴딩팬츠,#슬랙스,#여름바지,#와이드팬츠,#팬츠"
3404705,,,63900,60790,,,1,,27000,0,,5,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",,
4993411,와이드 커브드 다트 코튼 팬츠[블랙],시그니처단독,53000,29990,바지,코튼 팬츠,0,4.8,22000,1085,"[{""사이즈"": ""S"", ""총장"": ""106"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""37"", ""밑위"": ""35"", ""밑단단면"": ""25""}, {""사이즈"": ""M"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""39.5"", ""밑위"": ""36"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""108"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""109"", ""허리단면"": ""44"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""42.5"", ""밑위"": ""38"", ""밑단단면"": ""28""}]",43,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",1.2만 개 이상,"#면바지,#면팬츠,#벌룬핏,#벌룬핏팬츠,#와이드팬츠,#치노팬츠,#코튼팬츠"
3902778,87,스탠다드에러단독,54000,22320,바지,데님 팬츠,0,4.8,40000,4148,"[{""사이즈"": ""XS"", ""총장"": ""112"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36"", ""밑단단면"": ""20""}, {""사이즈"": ""S"", ""총장"": ""113"", ""허리단면"": ""38.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""37"", ""밑단단면"": ""21""}, {""사이즈"": ""M"", ""총장"": ""114"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""38"", ""밑단단면"": ""22""}, {""사이즈"": ""L"", ""총장"": ""115"", ""허리단면"": ""43.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""41"", ""밑위"": ""39"", ""밑단단면"": ""23""}]",59,"{""핏"": [], ""계절감"": []}",1.5만 개 이상,"#FW스테디아이템,#남자청바지,#데님,#데님컬렉션,#레이어드아이템,#오버핏,#워싱팬츠,#청바지"
4076299,원턱 와이드 스웨트 팬츠_3COLOR,리메인세컨드단독,25500,14990,바지,트레이닝/조거 팬츠,0,4.8,14000,2845,"[{""사이즈"": ""S"", ""총장"": ""103"", ""허리단면"": ""32"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""M"", ""총장"": ""104"", ""허리단면"": ""34"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""36"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""106"", ""허리단면"": ""38"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37"", ""밑위"": ""36"", ""밑단단면"": ""27""}, {""사이즈"": ""2XL"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""38"", ""밑위"": ""37"", ""밑단단면"": ""28""}]",41,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",2만 개 이상,"#SWEAT,#단독할인,#바지,#베스트리오더,#스웻팬츠,#캐주얼팬츠,#트레이닝바지,#트레이닝팬츠,#패키지,#팬츠"
4787238,[겨울원단추가]더블턱 와이드 트레이닝 팬츠[2COLORS],시그니처단독,49900,19990,바지,트레이닝/조거 팬츠,0,4.8,19000,1024,"[{""사이즈"": ""라이트그레이 M"", ""총장"": ""106"", ""허리단면"": ""32"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""36"", ""밑위"": ""37"", ""밑단단면"": ""25""}, {""사이즈"": ""라이트그레이 L"", ""총장"": ""108"", ""허리단면"": ""35"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""39"", ""밑단단면"": ""27""}, {""사이즈"": ""블랙 M"", ""총장"": ""106"", ""허리단면"": ""32"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""36"", ""밑위"": ""37"", ""밑단단면"": ""25""}, {""사이즈"": ""블랙 L"", ""총장"": ""108"", ""허리단면"": ""35"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""39"", ""밑단단면"": ""27""}]",60,"{""핏"": [], ""계절감"": []}",1.3만 개 이상,"#25SS컬렉션,#4월추천ITEM,#봄팬츠컬렉션,#스웨트팬츠,#와이드팬츠,#캐주얼팬츠,#트레이닝,#트레이닝바지,#트레이닝팬츠"
