상품id,상품명,브랜드,정가,판매가,상위카테고리,하위카테고리,성별,별점,관심수,후기수,실측사이즈,할인율,핏_계절감,누적판매,스타일
750908,[기모 or 논기모] 유니섹스 세미 와이드 밴딩 슬랙스 블랙,후러브스아트단독,54000,26300,바지,슈트 팬츠/슬랙스,0,4.8,250000,108009,"[{""사이즈"": ""S"", ""총장"": ""96"", ""허리단면"": ""29"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""30"", ""밑위"": ""31.5"", ""밑단단면"": ""19.5""}, {""사이즈"": ""M"", ""총장"": ""98"", ""허리단면"": ""31"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""31"", ""밑위"": ""32"", ""밑단단면"": ""21""}, {""사이즈"": ""L"", ""총장"": ""100"", ""허리단면"": ""32"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32"", ""밑위"": ""33"", ""밑단단면"": ""22.5""}, {""사이즈"": ""XL"", ""총장"": ""103"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32.5"", ""밑위"": ""33"", ""밑단단면"": ""23""}, {""사이즈"": ""XXL"", ""총장"": ""107"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33.5"", ""밑위"": ""34"", ""밑단단면"": ""24.5""}]",51,"{""핏"": [], ""계절감"": []}",61만 개 이상,"#기모바지,#남자기모바지,#밴딩,#세미와이드,#스웨트팬츠,#슬랙스,#시그니처컬렉션,#와이드,#와이드팬츠,#젠더리스"
2112059,[여름 or 기모 or 사계절 원단 선택] 원턱 와이드 스웨트팬츠 그레이,가까이 유니언즈단독,52000,31200,바지,트레이닝/조거 팬츠,0,4.9,230000,79556,"[{""사이즈"": ""XS"", ""총장"": ""97.5"", ""허리단면"": ""31"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""30.5"", ""밑위"": ""29"", ""밑단단면"": ""23.5""}, {""사이즈"": ""S"", ""총장"": ""99"", ""허리단면"": ""32"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""31"", ""밑위"": ""30"", ""밑단단면"": ""24""}, {""사이즈"": ""M"", ""총장"": ""101"", ""허리단면"": ""34"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""32"", ""밑위"": ""31"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""103"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""33"", ""밑위"": ""32"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""105"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""27""}, {""사이즈"": ""2XL"", ""총장"": ""107.5"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""28""}]",40,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",47만 개 이상,"#루즈핏,#스웨트팬츠컬렉션,#와이드,#와이드팬츠,#이지웨어,#테이퍼드,#트레이닝,#트레이닝복"
4757347,빈티지 프론트 워싱 와이드 벌룬 데님 팬츠 3Color,언탭트 스튜디오단독,52580,31290,바지,데님 팬츠,1,4.8,64000,2930,"[{""사이즈"": ""M(28-31)"", ""총장"": ""109"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""34"", ""밑단단면"": ""23""}, {""사이즈"": ""L(32-34)"", ""총장"": ""110"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""35"", ""밑단단면"": ""24""}, {""사이즈"": ""XL(35-37)"", ""총장"": ""111"", ""허리단면"": ""41"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36"", ""밑단단면"": ""25""}]",40,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",4만 개 이상,"#남자청바지,#데님팬츠,#벌룬팬츠,#와이드데님,#와이드청바지,#와이드팬츠,#청바지"
1168906,와이드 히든 밴딩 슬랙스 [블랙],무신사 스탠다드단독,41900,13280,바지,슈트 팬츠/슬랙스,1,4.9,120000,103962,"[{""사이즈"": ""26"", ""총장"": ""103"", ""허리단면"": ""35"", ""엉덩이단면"": ""48"", ""허벅지단면"": ""30.8"", ""밑위"": ""27"", ""밑단단면"": ""22.5""}, {""사이즈"": ""27"", ""총장"": ""103"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""49.25"", ""허벅지단면"": ""31.4"", ""밑위"": ""27"", ""밑단단면"": ""22.8""}, {""사이즈"": ""28"", ""총장"": ""104"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""50.5"", ""허벅지단면"": ""32"", ""밑위"": ""27.5"", ""밑단단면"": ""23""}, {""사이즈"": ""29"", ""총장"": ""104"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""51.75"", ""허벅지단면"": ""32.6"", ""밑위"": ""27.5"", ""밑단단면"": ""23.3""}, {""사이즈"": ""30"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""33.3"", ""밑위"": ""28"", ""밑단단면"": ""23.5""}, {""사이즈"": ""31"", ""총장"": ""105"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""54.25"", ""허벅지단면"": ""33.9"", ""밑위"": ""28"", ""밑단단면"": ""23.8""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""28.5"", ""밑단단면"": ""24""}, {""사이즈"": ""33"", ""총장"": ""105"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""56.75"", ""허벅지단면"": ""35.1"", ""밑위"": ""29"", ""밑단단면"": ""24.3""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""45"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35.8"", ""밑위"": ""29.5"", ""밑단단면"": ""24.5""}, {""사이즈"": ""36"", ""총장"": ""106"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""60.5"", ""허벅지단면"": ""37"", ""밑위"": ""30.5"", ""밑단단면"": ""25""}, {""사이즈"": ""38"", ""총장"": ""107"", ""허리단면"": ""50"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38.3"", ""밑위"": ""31.5"", ""밑단단면"": ""25.5""}, {""사이즈"": ""40"", ""총장"": ""107"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""65.5"", ""허벅지단면"": ""39.5"", ""밑위"": ""32.5"", ""밑단단면"": ""26""}, {""사이즈"": ""42"", ""총장"": ""108"", ""허리단면"": ""55"", ""엉덩이단면"": ""68"", ""허벅지단면"": ""40.8"", ""밑위"": ""33.5"", ""밑단단면"": ""26.5""}]",68,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",40만 개 이상,"#루즈핏,#밴딩바지,#셋업,#슬랙스컬렉션,#와이드슬랙스,#와이드팬츠,#정장바지"
3228764,바이오워싱 카펜터 버뮤다 데님 팬츠_라이트블루,디미트리블랙단독,54900,26900,바지,숏 팬츠,0,4.8,110000,23855,"[{""사이즈"": ""0 (28)"", ""총장"": ""61"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.4"", ""밑위"": ""32.6"", ""밑단단면"": ""33""}, {""사이즈"": ""1 (30)"", ""총장"": ""62"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35.5"", ""밑위"": ""33"", ""밑단단면"": ""33""}, {""사이즈"": ""2 (32)"", ""총장"": ""63"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""34""}, {""사이즈"": ""3 (34)"", ""총장"": ""64"", ""허리단면"": ""44"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38.5"", ""밑위"": ""35"", ""밑단단면"": ""35""}, {""사이즈"": ""4 (36)"", ""총장"": ""65"", ""허리단면"": ""46.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""36"", ""밑단단면"": ""36""}]",51,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",14만 개 이상,"#데님,#반바지,#시티보이,#여름바지,#와이드핏,#워싱,#청바지,#하프팬츠"
3231055,버뮤다 와이드 원턱 스웨트 쇼츠 [그레이],에이지오디,27200,10000,바지,숏 팬츠,0,4.8,75000,21191,"[{""사이즈"": ""S"", ""총장"": ""57"", ""허리단면"": ""32"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""35"", ""밑위"": ""32"", ""밑단단면"": ""32""}, {""사이즈"": ""M"", ""총장"": ""58"", ""허리단면"": ""34"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36"", ""밑위"": ""33"", ""밑단단면"": ""33""}]",63,"{""핏"": [""레귤러"", ""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",13만 개 이상,"#남자반바지,#버뮤다팬츠,#쇼츠팬츠,#숏팬츠,#스웨트쇼츠,#스웨트쇼츠컬렉션,#스웨트팬츠,#여름바지,#여름반바지"
2578996,[겨울원단추가]더블턱 와이드 슬랙스[블랙],시그니처단독,59000,29900,바지,슈트 팬츠/슬랙스,0,4.8,110000,18367,"[{""사이즈"": ""4계절원단 S"", ""총장"": ""108"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""4계절원단 M"", ""총장"": ""109"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35.5"", ""밑단단면"": ""26""}, {""사이즈"": ""4계절원단 L"", ""총장"": ""110"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36.5"", ""밑단단면"": ""27""}, {""사이즈"": ""4계절원단 XL"", ""총장"": ""111"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""37.5"", ""밑단단면"": ""28""}, {""사이즈"": ""겨울원단S"", ""총장"": ""108"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""겨울원단M"", ""총장"": ""109"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35.5"", ""밑단단면"": ""26""}, {""사이즈"": ""겨울원단L"", ""총장"": ""110"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36.5"", ""밑단단면"": ""27""}, {""사이즈"": ""겨울원단XL"", ""총장"": ""111"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""37.5"", ""밑단단면"": ""28""}, {""사이즈"": ""여름원단 S"", ""총장"": ""108"", ""허리단면"": ""36"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""여름원단 M"", ""총장"": ""109"", ""허리단면"": ""38"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""35.5"", ""밑단단면"": ""26""}, {""사이즈"": ""여름원단 L"", ""총장"": ""110"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""36.5"", ""밑단단면"": ""27""}, {""사이즈"": ""여름원단 XL"", ""총장"": ""111"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""37.5"", ""밑단단면"": ""28""}]",49,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",11만 개 이상,"#겨울팬츠컬렉션,#봄팬츠컬렉션,#슬랙스,#슬랙스컬렉션,#여름긴바지,#여름바지,#여름슬랙스,#와이드슬랙스,#와이드팬츠"
3674341,투턱 와이드 롱 스웨트 팬츠 [블랙],바운더리단독,94000,37700,바지,트레이닝/조거 팬츠,0,4.8,90000,6234,"[{""사이즈"": ""M"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""L"", ""총장"": ""105.5"", ""허리단면"": ""34"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""35"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""26""}, {""사이즈"": ""M / 쿨메쉬"", ""총장"": ""104"", ""허리단면"": ""33"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""L / 쿨메쉬"", ""총장"": ""105.5"", ""허리단면"": ""34"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""39"", ""밑위"": ""34.5"", ""밑단단면"": ""25""}, {""사이즈"": ""XL / 쿨메쉬"", ""총장"": ""107"", ""허리단면"": ""35"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""26""}]",60,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",7만 개 이상,"#스웨트팬츠,#스웻팬츠,#와이드팬츠,#통바지,#투턱팬츠,#트레이닝바지,#트레이닝팬츠"
3663072,모어 와이드 데님 팬츠 (WASHED RAW BLACK),토피단독,49000,34300,바지,데님 팬츠,1,4.9,75000,8400,"[{""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""37"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""32.5"", ""밑위"": ""27"", ""밑단단면"": ""23""}, {""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""39"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34"", ""밑위"": ""28"", ""밑단단면"": ""24""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""41"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35.5"", ""밑위"": ""29"", ""밑단단면"": ""25""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""43"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""37"", ""밑위"": ""30"", ""밑단단면"": ""26""}]",30,"{""핏"": [], ""계절감"": []}",6만 개 이상,"#데님바지,#데님팬츠,#봄시즌오프,#와이드데님,#와이드팬츠,#워싱데님,#청바지,#팬츠"
1735427,[2PACK] 와이드핏 트레이닝 스웨트 팬츠,에스이에스티,116000,35600,바지,트레이닝/조거 팬츠,0,4.7,68000,12746,"[{""사이즈"": ""M"", ""총장"": ""99"", ""허리단면"": ""32"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""34"", ""밑위"": ""32"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""103"", ""허리단면"": ""34"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""35"", ""밑위"": ""33"", ""밑단단면"": ""26""}, {""사이즈"": ""XL"", ""총장"": ""105"", ""허리단면"": ""36"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""36"", ""밑위"": ""34"", ""밑단단면"": ""27""}]",69,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",9만 개 이상,
4993414,와이드 커브드 다트 코튼 팬츠[베이지],시그니처단독,53000,29900,바지,코튼 팬츠,0,4.8,64000,2421,"[{""사이즈"": ""S"", ""총장"": ""106"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""37"", ""밑위"": ""35"", ""밑단단면"": ""25""}, {""사이즈"": ""M"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""39.5"", ""밑위"": ""36"", ""밑단단면"": ""26""}, {""사이즈"": ""L"", ""총장"": ""108"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""41"", ""밑위"": ""37"", ""밑단단면"": ""27""}, {""사이즈"": ""XL"", ""총장"": ""109"", ""허리단면"": ""44"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""42.5"", ""밑위"": ""38"", ""밑단단면"": ""28""}]",44,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",3만 개 이상,"#면바지,#면팬츠,#벌룬핏,#벌룬핏팬츠,#와이드팬츠,#인기아이템컬렉션,#치노팬츠,#코튼팬츠"
2744549,사계절 쓰리턱 트레이닝팬츠 (2color),어널러코드단독,49000,34300,바지,트레이닝/조거 팬츠,0,4.8,89000,20273,"[{""사이즈"": ""S"", ""총장"": ""99"", ""허리단면"": ""29"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.5"", ""밑위"": ""34.5"", ""밑단단면"": ""23.5""}, {""사이즈"": ""M"", ""총장"": ""102"", ""허리단면"": ""31"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""35"", ""밑단단면"": ""24""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""36"", ""밑단단면"": ""25""}]",30,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",11만 개 이상,"#밴딩팬츠,#와이드,#와이드팬츠,#젠더리스,#트레이닝,#트레이닝바지,#트레이닝팬츠,#팬츠"
1924274,린넨 라이크 세미 와이드 밴딩 팬츠,수아레단독,33000,17330,바지,코튼 팬츠,0,4.8,130000,41663,,47,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름""]}",23만 개 이상,"#린넨,#린넨바지,#린넨팬츠,#바지,#밴딩팬츠,#와이드,#쿨링"
2926541,(Renew Ver.) 코듀로이 원턱 와이드 밴딩팬츠 ( 6Color ),브렌슨단독,37400,26900,바지,기타 하의,0,4.8,43000,4106,"[{""사이즈"": ""M"", ""총장"": ""103"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""37.5"", ""밑위"": ""34.5"", ""밑단단면"": ""24""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38.5"", ""밑위"": ""35.3"", ""밑단단면"": ""25""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""65"", ""허벅지단면"": ""39.5"", ""밑위"": ""36"", ""밑단단면"": ""26""}]",28,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",3만 개 이상,"#골덴,#골덴바지,#바지,#와이드팬츠,#와이드핏,#코듀로이,#코듀로이팬츠"
1436504,[쿨탠다드] 세미 와이드 히든 밴딩 슬랙스 [블랙],무신사 스탠다드단독,,41900,바지,슈트 팬츠/슬랙스,1,4.8,41000,34953,"[{""사이즈"": ""26"", ""총장"": ""102"", ""허리단면"": ""35"", ""엉덩이단면"": ""44.5"", ""허벅지단면"": ""29.25"", ""밑위"": ""26"", ""밑단단면"": ""20""}, {""사이즈"": ""27"", ""총장"": ""102"", ""허리단면"": ""36.25"", ""엉덩이단면"": ""45.75"", ""허벅지단면"": ""29.87"", ""밑위"": ""26"", ""밑단단면"": ""20.25""}, {""사이즈"": ""28"", ""총장"": ""103"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""47"", ""허벅지단면"": ""30.5"", ""밑위"": ""26.5"", ""밑단단면"": ""20.5""}, {""사이즈"": ""29"", ""총장"": ""103"", ""허리단면"": ""38.75"", ""엉덩이단면"": ""48.25"", ""허벅지단면"": ""31.12"", ""밑위"": ""26.5"", ""밑단단면"": ""20.75""}, {""사이즈"": ""30"", ""총장"": ""104"", ""허리단면"": ""40"", ""엉덩이단면"": ""49.5"", ""허벅지단면"": ""31.75"", ""밑위"": ""27"", ""밑단단면"": ""21""}, {""사이즈"": ""31"", ""총장"": ""104"", ""허리단면"": ""41.25"", ""엉덩이단면"": ""50.75"", ""허벅지단면"": ""32.37"", ""밑위"": ""27"", ""밑단단면"": ""21.25""}, {""사이즈"": ""32"", ""총장"": ""104"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""33"", ""밑위"": ""27.5"", ""밑단단면"": ""21.5""}, {""사이즈"": ""33"", ""총장"": ""104"", ""허리단면"": ""43.75"", ""엉덩이단면"": ""53.25"", ""허벅지단면"": ""33.62"", ""밑위"": ""28"", ""밑단단면"": ""21.75""}, {""사이즈"": ""34"", ""총장"": ""105"", ""허리단면"": ""45"", ""엉덩이단면"": ""54.5"", ""허벅지단면"": ""34.25"", ""밑위"": ""28.5"", ""밑단단면"": ""22""}, {""사이즈"": ""36"", ""총장"": ""105"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""35.5"", ""밑위"": ""29.5"", ""밑단단면"": ""22.5""}, {""사이즈"": ""38"", ""총장"": ""106"", ""허리단면"": ""50"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""36.75"", ""밑위"": ""30.5"", ""밑단단면"": ""23""}, {""사이즈"": ""40"", ""총장"": ""106"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""38"", ""밑위"": ""31.5"", ""밑단단면"": ""23.5""}, {""사이즈"": ""42"", ""총장"": ""107"", ""허리단면"": ""55"", ""엉덩이단면"": ""64.5"", ""허벅지단면"": ""38.25"", ""밑위"": ""32.5"", ""밑단단면"": ""24""}]",,"{""핏"": [""레귤러""], ""계절감"": [""봄"", ""여름""]}",12만 개 이상,"#밴딩,#슬랙스컬렉션,#와이드,#와이드슬랙스,#정장바지,#쿨맥스,#쿨아이템,#쿨탠다드"
1168922,[이도현 PICK]리얼 와이드 히든 밴딩 슬랙스 [블랙],무신사 스탠다드단독,43900,41790,바지,슈트 팬츠/슬랙스,1,4.9,53000,28541,"[{""사이즈"": ""26"", ""총장"": ""103"", ""허리단면"": ""35"", ""엉덩이단면"": ""51.5"", ""허벅지단면"": ""33"", ""밑위"": ""28"", ""밑단단면"": ""25.5""}, {""사이즈"": ""27"", ""총장"": ""103"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""52.75"", ""허벅지단면"": ""33.6"", ""밑위"": ""28"", ""밑단단면"": ""25.8""}, {""사이즈"": ""28"", ""총장"": ""104"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.3"", ""밑위"": ""28.5"", ""밑단단면"": ""26""}, {""사이즈"": ""29"", ""총장"": ""104"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""55.25"", ""허벅지단면"": ""34.9"", ""밑위"": ""28.5"", ""밑단단면"": ""26.3""}, {""사이즈"": ""30"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""56.5"", ""허벅지단면"": ""35.5"", ""밑위"": ""29"", ""밑단단면"": ""26.5""}, {""사이즈"": ""31"", ""총장"": ""105"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""57.75"", ""허벅지단면"": ""36.1"", ""밑위"": ""29"", ""밑단단면"": ""26.8""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""36.8"", ""밑위"": ""29.5"", ""밑단단면"": ""27""}, {""사이즈"": ""33"", ""총장"": ""105"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""60.25"", ""허벅지단면"": ""37.4"", ""밑위"": ""30"", ""밑단단면"": ""27.3""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""45"", ""엉덩이단면"": ""61.5"", ""허벅지단면"": ""38"", ""밑위"": ""30.5"", ""밑단단면"": ""27.5""}, {""사이즈"": ""36"", ""총장"": ""106"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""39.3"", ""밑위"": ""31.5"", ""밑단단면"": ""28""}, {""사이즈"": ""38"", ""총장"": ""107"", ""허리단면"": ""50"", ""엉덩이단면"": ""66.5"", ""허벅지단면"": ""40.5"", ""밑위"": ""32.5"", ""밑단단면"": ""28.5""}, {""사이즈"": ""40"", ""총장"": ""107"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""69"", ""허벅지단면"": ""41.8"", ""밑위"": ""33.5"", ""밑단단면"": ""29""}, {""사이즈"": ""42"", ""총장"": ""108"", ""허리단면"": ""55"", ""엉덩이단면"": ""71.5"", ""허벅지단면"": ""43"", ""밑위"": ""34.5"", ""밑단단면"": ""29.5""}]",5,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",11만 개 이상,"#루즈핏,#밴딩,#밴딩바지,#밴딩슬랙스,#셋업팬츠,#슬랙스컬렉션,#와이드,#와이드슬랙스,#이도현PICK,#정장바지"
5012749,바이오워싱 카펜터 버뮤다 데님 팬츠_더스트 인디고,디미트리블랙단독,54900,16100,바지,숏 팬츠,0,4.8,25000,1862,"[{""사이즈"": ""0 (28)"", ""총장"": ""61"", ""허리단면"": ""36.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34.4"", ""밑위"": ""32.6"", ""밑단단면"": ""33""}, {""사이즈"": ""1 (30)"", ""총장"": ""62"", ""허리단면"": ""39"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35.7"", ""밑위"": ""33.3"", ""밑단단면"": ""33.5""}, {""사이즈"": ""2 (32)"", ""총장"": ""63"", ""허리단면"": ""41.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""34"", ""밑단단면"": ""34""}, {""사이즈"": ""3 (34)"", ""총장"": ""64"", ""허리단면"": ""44"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38.3"", ""밑위"": ""34.7"", ""밑단단면"": ""34.5""}, {""사이즈"": ""4 (36)"", ""총장"": ""65"", ""허리단면"": ""46.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39.6"", ""밑위"": ""35.4"", ""밑단단면"": ""35""}]",71,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",2만 개 이상,"#반바지,#숏팬츠,#여름바지,#연청,#와이드,#팬츠"
