goodsNo
2108160
5360472
1778404
3783092
3390508
3378514
4767374
4531994
1558197
5532467
5369990
3780728
3800080
3783094
4945148
3697526
4752550
3390511
3771089
5264797
4280527
4356796
3563185
3758212
4336624
2098325
3588413
5438735
3604263
4306408
2116411
3551101
5020206
3025211
4432439
5479465
2353497
5311114
2723218
4209266
4289728
1778408
452483
1108007
865862
1582142
3650861
3771149
4748645
4336623
5477159
3881570
4272899
2140335
5549649
5301310
2737014
2385283
3440439
1291017
2385280
3793565
4288927
4376737
2273084
3455892
3927174
912314
5401055
1180665
1576700
5618059
4287413
1567317
5438737
3856902
1283757
3793560
3212915
3825573
2145689
2863075
5328219
3758213
3790860
2990542
4297610
2093254
5301746
4447527
3470403
3440440
1790383
947088
4209299
4280525
2444808
5016792
3981315
3865936
3791932
3640947
5351882
4485175
4324664
2122596
3349832
3651031
5541815
2704962
3455882
2712417
2897002
3716632
4541364
4808075
4702387
4620431
4302415
4419822
3046279
2085156
5310906
3783380
2222924
3616470
3791038
5558463
3260636
2471405
1576682
947087
4272881
1337094
2572705
4285568
5231584
1642916
4469328
5480129
2329532
4419823
1684196
3986413
2985378
4728678
3790838
2782764
1618313
2837405
3793566
3378515
1558683
4280526
3481219
4497264
3051559
3378508
2723772
4336622
5329567
3585225
4671560
5458457
5148062
4725993
4702047
3758214
4209289
4726000
1558671
1670498
3596063
2122590
3622977
3836318
2737012
5299767
5538666
3996946
4315498
2122594
5148059
4297600
3794563
5401703
4757437
3791014
4947266
4796679
1618207
4409035
2206096
3578659
3793568
4336620
2385875
3807577
5401052
5437995
5215532
4489823
5408750
1530516
4347122
4612241
640839
4684032
4350254
3395772
5655203
4605203
4297630
4518011
3697580
4342717
498040
4752778
2105470
2156295
5562220
2897004
4262843
4296687
2375909
2238440
2712419
3772800
3148717
1620287
5401056
655610
1593755
4404603
4315500
4297621
3405547
4346922
5148063
1778406
3845731
1642914
5276036
4469808
2683529
4410189
2744495
4945922
4738346
2534895
4079675
2705775
2100470
3551114
5477158
4457686
5316297
3405552
4729601
3793567
5215535
4514395
4287889
4502117
1539383
3901275
5214304
3094153
3790870
3650974
3881573
4413238
4693591
3800636
4567792
3865940
4757410
3171886
4605224
2288704
3851893
3836941
3780896
1648072
2653637
920520
2572700
4507542
2897003
5264798
5498292
3783093
4702566
4260954
3541079
4470917
4297636
4564413
3393476
3790843
4464347
4518141
5279207
5197437
3452584
2029419
5458505
4503335
4616751
3848818
5231576
3824875
4585930
1608372
4694108
4287892
4457682
4356835
4297615
5480473
2444809
3650860
5478147
5599382
5061858
3801342
4408945
4959964
1114716
4738347
1601468
3689454
2822486
4671571
5367607
3651034
4401757
1742448
4702385
5148061
4764492
4752473
3405535
4527460
4566692
4499584
4297611
4440721
3056018
4209352
3791037
3512313
3927181
1558677
5314366
4404672
5526280
2897000
5314397
4302717
4394943
5307563
3443238
4684041
2100438
4606423
5202869
5329563
3551175
4826663
4757563
4209346
2954589
3443237
1213655
2850102
3827748
2871598
4720611
3378520
5064198
4209305
885715
3794394
5386037
4300024
5401755
4514116
3296752
1873073
2159724
4424968
4326722
5237259
3158825
4352378
4299430
4001390
5493938
4729604
3791013
4505279
4496172
5424825
4297594
4729576
4330858
4483824
4438290
2172006
2444810
3605857
3516230
3767727
4305217
5324252
4404711
5395921
5636394
4696326
4315499
5478151
3378528
5478133
5267092
4509019
3378526
4299999
3865942
918039
4795582
4472110
3758215
5281242
3441716
4384039
4399374
3557760
2140314
3521025
3616460
5403502
4419819
5373229
1554206
3086857
3995657
4346438
5308630
4503925
4417918
3635002
4470056
4684039
5377308
4376738
4566724
3907413
3780894
5473530
4479890
2815323
4619904
3783694
3378519
2883248
4604538
4306468
2723216
3037664
4438289
5276035
4709389
3241243
3405539
5451724
3948581
3488852
3696651
2084322
1530517
2116429
3839133
1821465
2086731
2087980
3794839
3758217
4499477
5614815
3514473
3543005
3926959
3800635
3452583
5536236
2705776
4209330
3469978
1198943
3012082
4394941
3439975
3777299
4505179
4702388
4316164
1850100
3616463
3034346
3788424
3241375
3786488
2834585
3807436
4439849
3667963
4544921
4515027
3049030
4356848
498051
4278894
4767935
2818896
3390510
5393364
3469896
4377858
3441876
3539140
4467376
3735923
2718413
1181054
5324254
5385272
5530279
3405554
1213654
1558688
3441712
4702333
5292502
3793562
2792419
2815324
3080141
4514391
4071241
4344495
4372353
3209864
5314367
5401576
1629074
1645209
2311620
3942278
4663718
5394048
2206111
1596800
5486281
4356813
3378516
4702360
4757564
3826387
3037477
4209345
5290721
4209351
2893052
4497969
5380300
4564458
3776137
2729548
2708075
5295345
5148066
5016580
2822179
2808735
4733433
3551178
4323724
1195307
5281249
4209344
5478154
5381274
3477623
3767728
1873072
4646171
3926960
5480438
2194649
4407566
5294893
3974523
5109982
4222258
4619902
2425220
2759597
5261502
4452115
3742583
3465162
2518452
3671003
2340574
4733436
1778401
4427489
3442701
4297589
3606873
3440438
5407535
4811740
5278213
4575686
3542964
4535671
4262833
4409034
4356816
4344269
3976156
4464346
4272910
1571878
5437994
2108673
4652860
3550811
5380301
4748630
2093817
4439851
4694111
3812093
5396217
3443522
2518455
5339694
2213733
3254288
1167428
