goodsNo
5144395
3232889
4331618
4307233
5481027
2134140
3441462
3959177
4617585
4192493
4208150
4815052
5029138
3523922
4045014
3712094
4620503
4400132
4418615
2789756
2859190
2356711
3435288
4418613
2715553
4359307
1388932
4720736
4781047
2789384
4241928
1022014
2707659
5481029
2134158
3185980
3865996
3443801
1214193
1771137
4005689
5095137
4866559
4418612
4473930
3339112
3971356
2198830
1920929
1335132
3369141
4036692
3511774
4418625
4473933
4098535
4644999
4418482
4472580
4105642
4564051
3743413
3752602
4418618
1784557
4592838
2879419
4205345
3406665
1744469
4293096
363169
4418619
2377003
4264819
2356713
4259797
5029141
4617669
4827834
4277603
3403012
4179743
2306874
3119084
4921845
4815045
410572
1771132
1240502
5114638
2280117
3816004
4418616
3523921
4853116
3616880
4617665
3088375
5080421
2996006
4068735
1771133
5029140
4636509
2976590
3088358
3455586
5114637
3837243
2286829
2306870
3739416
2676856
4264820
4531161
1141872
1230018
5161443
4355968
4578209
4418593
3039061
4644976
4241924
3464292
3795446
3185977
3830466
2684420
4264817
3363218
2221221
2684419
5174272
3794217
4418617
2401309
3021542
4611602
5208440
4827831
4261683
4010475
4683954
2198841
5437183
5460078
2123132
1215265
2326114
5090149
3648036
5029139
4617667
4241934
4751076
4277602
3820974
3847810
5689936
5369638
4305442
4815011
2789771
5158984
5282519
3428985
5008167
5235385
3235222
3185986
2234533
4473932
3369349
4658845
3838736
4190844
3455592
3752807
4128696
4336812
3814899
1784533
4512767
2280146
4418594
3455585
5437017
4448165
3971353
4752753
4575646
1632175
2046489
4279520
4658843
3975674
3712176
4617671
5090147
3785518
2962388
4720742
4734954
5077328
3441463
4304093
4575644
1761934
4305177
2573131
3361704
3088360
4418611
4526504
1784451
4468310
2715570
5460082
5282511
1855444
3088376
4560385
2073553
4225305
3935467
4512778
4468311
5419778
5444723
4827820
4548175
5612016
4016053
470354
3363215
4393643
5268080
4644957
3851827
5187991
1906773
5527886
3686184
4128593
4633608
4164997
3599880
3982959
5369635
3450839
4376170
4468317
3935543
3518274
4192504
2280751
3854874
3818755
3851828
4418623
3674360
4261684
4767311
4305444
4261682
4212957
4799070
4418555
5369631
3974787
1810173
4799073
4359060
2591291
5234234
3941779
3974782
1925814
3273079
4139085
2306934
3801019
2995998
4303963
4264823
4293101
4751085
4683951
1744447
1906772
4531164
3088380
5579401
5211076
4304132
3725589
4274546
1005279
3752961
3670655
4720740
1123650
4531564
1014906
5021482
3794225
4644958
4468320
4355907
3425654
5026406
3984458
4531565
2444602
2356692
2111756
1927036
2886624
2028240
5651043
4734925
3665341
4900442
4699617
4393121
4919145
4734924
4533220
4307238
3712093
4853195
2722553
4617670
1086824
5063200
3876528
1927034
5246858
4767309
4560422
4130413
5159384
4827829
5413189
4734923
4560324
5109981
3044032
2306928
5708811
4117276
4672827
2535631
3455593
212880
4484969
4827830
3890288
4468315
3776247
3816006
4243078
5481026
4512779
3883180
3195173
4873939
4432166
4921928
3974767
3235795
2507080
5216494
2720086
4781078
4471945
2467196
5481032
2356714
4658850
5593974
4873934
4658844
5114641
4827828
4394367
4402664
4720738
4336813
3769215
3688708
5165800
4473927
5246264
4344192
5589784
5016597
4237762
4279486
4290152
1927035
4853121
4838201
3838737
3702570
371179
5186857
4891180
3235215
4417559
3359968
4307241
2288644
3818753
3727278
4943954
3769254
2705579
5369628
4900444
5257068
4851874
4644959
5413191
5118172
4277252
1374020
5603520
2857412
5173933
1939301
4550551
4509906
2560668
2286970
4164999
1374018
1022015
5073013
2945988
4585465
5683479
2722550
4644982
4494180
5242497
1907732
4150585
2705502
2740728
4808560
4618479
5109984
3523920
5258535
5161438
5308753
2842488
1126959
4246667
3455591
4781043
5026404
2995999
2879425
5041217
4029225
5413195
4876685
3518272
3235711
3511767
1731926
4237770
2122170
4907857
4312868
3441464
5061039
5029136
4418484
3553066
4578204
4571138
5115843
5090148
4827827
4876686
4131565
5437146
4512777
4165636
4909304
4827815
2329375
3993408
3763922
4876687
3441461
2356693
4836422
4307237
3870892
2122539
5439475
3088374
4720741
3795485
4475701
4249841
4851980
4494179
2401314
5481033
2891608
4311692
2286824
4734922
1437502
4307236
4210597
4167617
4549903
3402899
4892545
5037015
4734953
4873671
1780150
4779335
5282513
4418526
4068737
4578211
4279518
4268564
4393705
4103644
3778250
4915938
4024402
5026400
4827808
1005271
4710133
4473711
3195473
3185982
1705801
4680362
2998516
3866828
2507021
4644991
4581779
5292776
4344189
5114640
4550596
1792277
4270869
4949878
4117269
3982967
1413841
5627939
5462246
2401318
4779336
5589788
3739363
2609409
5390558
3753121
3039192
2306935
4827816
1829512
4984296
4648879
4498076
3695136
4657564
5131605
2247625
3776272
5165802
5390386
5258533
4892548
2915260
2134295
4853117
5612017
5183497
5514628
1754236
1156575
5612075
4966299
4376177
2280141
5369645
4827817
3949330
3949310
4797747
5444722
3215635
4207485
4002773
5494223
4423058
3923460
3195171
2288650
5026415
4949274
4432168
2879417
1744458
4703094
3481817
5723234
5258531
5530319
4751072
4082070
4270862
5135376
4422547
4323446
4788338
2650964
4264822
3119125
2860844
4949950
2569069
5066193
4589421
1067441
3518281
4494305
4095744
2287131
4734926
4564083
2864918
2131918
1981005
5313302
1374016
4014146
2879422
954058
5313299
4577705
5117622
4992473
4754687
5587958
3450832
4903677
2920868
4731095
4257915
3044036
4992458
4790476
3825264
5494228
3215238
1879865
4342168
4004772
2198847
699197
4257669
5240625
3455748
5376696
5362767
5038374
4738892
1705799
4729439
5689935
4735326
4423055
2157079
4672812
4672008
5271331
5282521
4317614
4279488
836294
5308288
5268033
4199240
4551766
1920840
3195190
5482357
4734927
5271334
5062117
4934586
4683952
3511780
4438523
5020062
4530632
4418530
1005266
5302157
5260489
4949286
4305174
1934921
4794607
3616860
5437097
4512766
4578215
